# This file provides information to map coordinates from the BDGP release 5
# to release 6 assemblies.  The mapping is based on reciprocal best hit
# alignments.  Because of this some regions of release 5 that due to assembly
# artifacts are present in duplicate in other regions are absent from the
# mapping if the other region is contained in a better alignment.
#
# Coordinates in this file are represented as interbase for both releases.
# If you want on base (1-based) coordinates add 1 to each _start column.
#
# If the R6 strand is '-' it means that the R5 sequence needs to be reverse
# complemented to correspond to the R6 sequence and the start end coordinates
# for oriented features must also be reversed  eg. a gene that started at
# interbase coordinate 236880 of 2LHet in release 5 would start on the opposite
# strand at coordinate 1865892 of Y in release 6.
#
# r5_scaffold	r5_start	r5_end	r6_scaffold	r6_start	r6_end	r6_strand
U	6419965	6419976	211000022280545	3107	3118	+
U	6419977	6420032	211000022280545	3118	3173	+
U	6420037	6420243	211000022280545	3173	3379	+
U	6420243	6420705	211000022280545	3383	3845	+
U	6420706	6421037	211000022280545	3845	4176	+
U	6421037	6421100	211000022280545	4179	4242	+
U	6421100	6421404	211000022280545	4246	4550	+
U	6421404	6421677	211000022280545	4551	4824	+
U	6421699	6421702	211000022280545	4824	4827	+
U	6421712	6421715	211000022280545	4827	4830	+
U	6421722	6422109	211000022280545	4830	5217	+
U	6422109	6422159	211000022280545	5218	5268	+
U	7337582	7340143	211000022280553	0	2561	+
U	2515548	2515581	211000022280556	4	37	-
U	2515503	2515544	211000022280556	37	78	-
U	2515499	2515502	211000022280556	78	81	-
U	2515491	2515499	211000022280556	82	90	-
U	2515486	2515491	211000022280556	91	96	-
U	2515343	2515485	211000022280556	96	238	-
U	2515261	2515343	211000022280556	239	321	-
U	2515246	2515261	211000022280556	324	339	-
U	2515201	2515245	211000022280556	339	383	-
U	2515053	2515201	211000022280556	387	535	-
U	2514339	2515053	211000022280556	545	1259	-
U	2514220	2514339	211000022280556	1260	1379	-
U	2514205	2514220	211000022280556	1382	1397	-
U	2514158	2514204	211000022280556	1397	1443	-
U	2514157	2514158	211000022280556	1444	1445	-
U	2514117	2514157	211000022280556	1448	1488	-
U	2514114	2514117	211000022280556	1489	1492	-
U	2513605	2514113	211000022280556	1492	2000	-
U	2512806	2513605	211000022280556	2001	2800	-
U	2512797	2512806	211000022280556	2801	2810	-
U	2512702	2512796	211000022280556	2810	2904	-
U	2512697	2512701	211000022280556	2904	2908	-
U	2512664	2512697	211000022280556	2909	2942	-
U	2512509	2512663	211000022280556	2942	3096	-
U	2512222	2512509	211000022280556	3099	3386	-
U	6740711	6743901	211000022280557	0	3190	+
U	5873143	5878137	211000022280558	0	4994	+
U	7497854	7500271	211000022280561	0	2417	+
U	6455786	6459379	211000022280562	0	3593	+
U	6426010	6429656	211000022280565	0	3646	+
U	6585364	6588753	211000022280566	0	3389	+
U	7690141	7692375	211000022280568	0	2234	+
U	6697732	6700955	211000022280588	0	3223	+
U	6633798	6637106	211000022280595	0	3308	+
U	7395583	7398094	211000022280598	0	2511	+
U	7727280	7729485	211000022280599	0	2205	+
U	8047058	8048994	211000022280605	0	1936	+
U	6411003	6414663	211000022280606	0	3660	+
U	5947957	5952742	211000022280607	0	4785	+
U	6996277	6999153	211000022280610	0	2876	+
U	5862947	5867947	211000022280615	0	5000	+
U	7819926	7822038	211000022280617	0	2112	+
U	5967458	5972163	211000022280618	0	4705	+
U	6249552	6253543	211000022280623	0	3991	+
U	7806637	7808756	211000022280631	0	2119	+
U	8927801	8929051	211000022278161	0	1250	+
U	5805079	5810395	211000022280637	0	5316	+
U	6100412	6104587	211000022280671	0	4175	+
U	5583991	5590537	211000022280640	0	6546	+
U	5794232	5799556	211000022280656	0	5324	+
U	8625828	8627213	211000022280676	0	1385	+
U	8943955	8945197	211000022280678	0	1242	+
U	7487775	7490196	211000022280679	0	2421	+
U	9967019	9968038	211000022280681	0	1019	+
U	6265861	6269821	211000022280684	0	3960	+
U	9580631	9581730	211000022280685	0	1099	+
U	6667624	6670883	211000022280687	0	3259	+
U	9155801	9156990	211000022280689	0	1189	+
U	9055606	9056819	211000022280691	0	1213	+
U	6496370	6499577	211000022280692	320	3527	+
U	8411586	8413139	211000022280694	0	1553	+
U	7310843	7313420	211000022280696	0	2577	+
U	7661881	7664151	211000022280698	0	2270	+
U	5563448	5568132	211000022280699	0	4684	+
U	5568713	5570273	211000022280699	5265	6825	+
U	8266642	8268375	211000022280700	0	1733	+
U	6306189	6310095	211000022280703	0	3906	+
U	9364462	9365605	211000022280704	0	1143	+
U	7179214	7181922	211000022280707	0	2708	+
U	5842343	5847402	211000022280720	0	5059	+
U	5783289	5788672	211000022280727	0	5383	+
U	5521385	5526108	211000022280734	0	4723	+
U	5526142	5528388	211000022280734	4757	7003	+
U	5549528	5554278	211000022280735	0	4750	+
U	5554639	5556388	211000022280735	5111	6860	+
U	6033102	6037554	211000022280743	0	4452	+
U	7550172	7551440	211000022280747	0	1268	+
U	7551545	7552550	211000022280747	1373	2378	+
U	5437454	5447319	211000022280750	0	9865	+
U	6157165	6159982	211000022280762	0	2817	+
U	2149036	2199661	XY_mapped_Scaffold_7_D1574	0	50625	+
U	8364446	8366060	211000022278298	0	1614	+
U	8446031	8447556	211000022278307	0	1525	+
U	9528814	9529924	211000022278309	0	1110	+
U	9823093	9824140	211000022278339	0	1047	+
U	8793134	8794435	211000022278408	0	1301	+
U	7863868	7865954	211000022278522	0	2086	+
U	6947143	6948280	211000022278554	1779	2916	+
U	9556588	9557693	211000022278603	0	1105	+
U	9643726	9644810	211000022278660	0	1084	+
U	9353260	9354406	211000022278663	0	1146	+
U	7444699	7447150	211000022278664	0	2451	+
U	8399975	8401541	211000022278866	0	1566	+
U	7540252	7542633	211000022278869	0	2381	+
U	7844161	7846255	211000022278874	0	2094	+
U	9455771	9456896	211000022278877	0	1125	+
U	9660270	9660798	211000022278878	0	528	+
U	9660834	9661350	211000022278878	564	1080	+
U	9757516	9758430	211000022278881	146	1060	+
U	9513061	9514175	211000022278886	0	1114	+
U	9238941	9240108	211000022278897	0	1167	+
U	9443509	9444636	211000022278920	0	1127	+
U	7530320	7532704	211000022278942	0	2384	+
U	9142895	9144087	211000022278951	0	1192	+
U	7110593	7111713	211000022278975	0	1120	+
U	7112346	7113386	211000022278975	1753	2793	+
U	9843716	9844760	211000022278985	0	1044	+
U	9469230	9470353	211000022279055	0	1123	+
U	7713415	7715632	211000022279101	0	2217	+
U	10035916	10036920	211000022279103	0	1004	+
U	8753692	8755008	211000022279106	0	1316	+
U	7532804	7535187	211000022279122	0	2383	+
U	9999364	10000024	211000022279134	0	660	+
U	7321548	7324123	211000022279190	0	2575	+
U	8525471	8526929	211000022279204	0	1458	+
U	9400404	9401540	211000022279222	0	1136	+
U	9816205	9817253	211000022279286	0	1048	+
U	10003810	10004821	211000022279342	0	1011	+
U	9510633	9511747	211000022279399	0	1114	+
U	8595903	8595961	211000022279529	0	58	+
U	8595962	8597310	211000022279529	59	1407	+
U	9115698	9116896	211000022279555	0	1198	+
U	8008106	8010068	211000022279571	0	1962	+
U	8564035	8565464	211000022279600	0	1429	+
U	7259422	7260626	211000022279602	0	1204	+
U	7260729	7262051	211000022279602	1307	2629	+
U	6148521	6152743	211000022279667	0	4222	+
U	6010079	6014632	211000022279701	0	4553	+
U	8852781	8854056	211000022279708	0	1275	+
U	7542733	7545114	211000022279810	0	2381	+
U	6499677	6503204	211000022279945	0	3527	+
U	9571028	9572129	211000022279965	0	1101	+
U	9591410	9592506	211000022279975	0	1096	+
U	9066101	9067312	211000022279991	0	1211	+
U	8907471	8908731	211000022280091	0	1260	+
U	9751565	9752627	211000022280142	0	1062	+
U	7025885	7028733	211000022280436	0	2848	+
U	6786464	6789593	211000022280467	0	3129	+
U	7457416	7459854	211000022280492	0	2438	+
U	7779824	7781981	211000022280500	0	2157	+
U	5766708	5772171	211000022280517	0	5463	+
U	7638018	7640313	211000022280580	0	2295	+
U	8915624	8916882	211000022278187	0	1258	+
U	6908978	6911934	211000022278208	0	2956	+
U	7811073	7813187	211000022278353	0	2114	+
U	8911550	8912808	211000022278382	0	1258	+
U	8121498	8123386	211000022278411	0	1888	+
U	4072604	4075551	211000022278498	0	2947	+
U	4081349	4086544	211000022278498	8745	13940	+
U	8168554	8170395	211000022278502	0	1841	+
U	6714318	6717524	211000022278544	0	3206	+
U	7741084	7743280	211000022278628	0	2196	+
U	8414891	8416441	211000022278655	0	1550	+
U	8113539	8115430	211000022278694	0	1891	+
U	9687337	9688411	211000022278704	0	1074	+
U	6960420	6963324	211000022278724	0	2904	+
U	8925099	8926350	211000022278843	0	1251	+
U	9750403	9751465	211000022278852	0	1062	+
U	6999253	7002124	211000022278868	0	2871	+
U	8189741	8191554	211000022278876	0	1813	+
U	8006043	8008006	211000022278879	0	1963	+
U	9578232	9579332	211000022278880	0	1100	+
U	8961372	8962610	211000022278882	0	1238	+
U	6506928	6510451	211000022278896	0	3523	+
U	8275784	8277508	211000022278907	0	1724	+
U	8677839	8677852	211000022278925	546	559	-
U	8322643	8324322	211000022278938	0	1679	+
U	8962710	8963948	211000022278971	0	1238	+
U	4357881	4359443	211000022279008	0	1562	+
U	4369542	4370729	211000022279008	11661	12848	+
U	4170121	4171200	211000022279009	0	1079	+
U	4179300	4183670	211000022279009	9179	13549	+
U	9993803	9994816	211000022279010	0	1013	+
U	7406023	7408528	211000022279062	0	2505	+
U	9503346	9504461	211000022279108	0	1115	+
U	6824872	6827948	211000022279109	0	3076	+
U	6620072	6622556	211000022279188	0	2484	+
U	9583029	9584127	211000022279227	0	1098	+
U	6913240	6914979	211000022279277	1206	2945	+
U	9904032	9905063	211000022279315	0	1031	+
U	8355840	8357463	211000022279316	0	1623	+
U	8237026	8238795	211000022279322	0	1769	+
U	9180238	9181422	211000022279339	0	1184	+
U	7562534	7564900	211000022279340	0	2366	+
U	8773463	8774772	211000022279388	0	1309	+
U	7061130	7063955	211000022279408	0	2825	+
U	8556382	8557814	211000022279437	0	1432	+
U	4305170	4307337	211000022279446	0	2167	+
U	4314230	4318404	211000022279446	9060	13234	+
U	6856434	6859435	211000022279460	0	3001	+
U	9664988	9666066	211000022279467	0	1078	+
U	6654158	6657433	211000022279497	0	3275	+
U	6535760	6539238	211000022279499	0	3478	+
U	7621176	7623490	211000022279504	0	2314	+
U	9207131	9208309	211000022279505	0	1178	+
U	9879079	9880116	211000022279518	0	1037	+
U	8908831	8910091	211000022279528	0	1260	+
U	9111800	9113000	211000022279531	0	1200	+
U	9167389	9168575	211000022279536	0	1186	+
U	7046476	7049310	211000022279552	0	2834	+
U	7652359	7654643	211000022279553	0	2284	+
U	5715159	5720991	211000022279563	0	5832	+
U	7885669	7887737	211000022279601	0	2068	+
U	9569826	9570928	211000022279604	0	1102	+
U	9635434	9636520	211000022279605	0	1086	+
U	6921159	6922797	211000022279608	0	1638	+
U	6922885	6924096	211000022279608	1726	2937	+
U	8916982	8918239	211000022279610	0	1257	+
U	6286092	6290018	211000022279673	0	3926	+
U	9766189	9766539	211000022279676	11412	11762	-
U	9766048	9766189	211000022279676	11771	11912	-
U	9765771	9766046	211000022279676	11912	12187	-
U	4560047	4560896	211000022279676	0	849	+
U	4561667	4562824	211000022279676	1620	2777	+
U	4570342	4570728	211000022279676	10295	10681	+
U	8434616	8436150	211000022279686	0	1534	+
U	7645197	7647486	211000022279689	0	2289	+
U	9356997	9358142	211000022279690	0	1145	+
U	7031779	7034623	211000022279698	0	2844	+
U	7049410	7052243	211000022279703	0	2833	+
U	7577298	7579653	211000022279704	0	2355	+
U	6019351	6023866	211000022279705	0	4515	+
U	10014910	10015918	211000022279720	0	1008	+
U	8884315	8885580	211000022279721	0	1265	+
U	6477805	6481358	211000022279730	0	3553	+
U	6253643	6257627	211000022279731	0	3984	+
U	7657126	7659408	211000022279732	0	2282	+
U	8877478	8878747	211000022279764	0	1269	+
U	8779096	8780402	211000022279767	0	1306	+
U	7618758	7621076	211000022279774	0	2318	+
U	9184090	9185274	211000022279830	0	1184	+
U	9575832	9576932	211000022279832	0	1100	+
U	9265490	9266651	211000022279833	0	1161	+
U	7786570	7788709	211000022279834	0	2139	+
U	8829335	8830618	211000022279835	0	1283	+
U	4716897	4718072	211000022279836	0	1175	+
U	4727386	4728419	211000022279836	10489	11522	+
U	9060856	9062068	211000022279860	0	1212	+
U	9918721	9919750	211000022279802	0	1029	+
U	9762007	9763065	211000022279801	0	1058	+
U	9284394	9285553	211000022279857	0	1159	+
U	9533653	9534762	211000022279859	0	1109	+
U	9521549	9522660	211000022279813	0	1111	+
U	9193064	9194245	211000022279831	0	1181	+
U	9788591	9789644	211000022279861	0	1053	+
U	9314540	9315693	211000022279881	0	1153	+
U	5852774	5857721	211000022279883	110	5057	+
U	8603428	8604830	211000022279888	0	1402	+
U	7426717	7427727	211000022279902	0	1010	+
U	7253956	7256591	211000022279917	0	2635	+
U	5744285	5749840	211000022279955	0	5555	+
U	7500371	7502784	211000022279967	0	2413	+
U	7028833	7031679	211000022279968	0	2846	+
U	8795936	8797237	211000022279984	0	1301	+
U	7439574	7442037	211000022279994	0	2463	+
U	6216515	6220587	211000022280016	0	4072	+
U	9407815	9408949	211000022280017	0	1134	+
U	9640174	9641258	211000022280019	0	1084	+
U	8677472	8677839	211000022280022	0	367	+
U	8677852	8678833	211000022280022	380	1361	+
U	9517913	9519025	211000022280023	0	1112	+
U	8743741	8745067	211000022280034	0	1326	+
U	4238087	4242023	211000022280042	0	3936	+
U	4248157	4249142	211000022280042	10070	11055	+
U	8197375	8199178	211000022280060	0	1803	+
U	7289312	7291915	211000022280062	0	2603	+
U	7706451	7708674	211000022280088	0	2223	+
U	7209933	7212604	211000022280095	0	2671	+
U	9763165	9764223	211000022280125	0	1058	+
U	7204376	7207062	211000022280148	0	2686	+
U	5777802	5783189	211000022280241	0	5387	+
U	8292132	8293842	211000022280243	0	1710	+
U	4318504	4323869	211000022280270	0	5365	+
U	4328296	4331612	211000022280270	9792	13108	+
U	7547693	7550072	211000022280453	0	2379	+
U	5821242	5826474	211000022280466	0	5232	+
U	6203971	6208056	211000022280479	0	4085	+
U	6376744	6380474	211000022280495	0	3730	+
U	7572385	7574742	211000022280507	0	2357	+
U	5447419	5456787	211000022280526	0	9368	+
U	6233110	6237123	211000022280529	0	4013	+
U	6837559	6840618	211000022280532	0	3059	+
U	7582207	7584560	211000022280534	0	2353	+
U	7075742	7078561	211000022280537	0	2819	+
U	6805761	6808861	211000022280538	0	3100	+
U	6237223	6241235	211000022280539	0	4012	+
U	6881294	6884290	211000022280542	0	2996	+
U	6452803	6455686	211000022280578	719	3602	+
U	9983257	9983377	211000022280578	0	120	-
U	9982991	9983257	211000022280578	125	391	-
U	9982668	9982990	211000022280578	391	713	-
U	9982663	9982668	211000022280578	714	719	-
U	6302176	6306089	211000022280593	0	3913	+
U	6546492	6549965	211000022280597	0	3473	+
U	6444678	6448281	211000022280620	0	3603	+
U	6055732	6060127	211000022280624	0	4395	+
U	6369062	6372807	211000022280625	0	3745	+
U	8095551	8097454	211000022280628	0	1903	+
U	6357458	6361233	211000022280629	0	3775	+
U	6954405	6957315	211000022280639	0	2910	+
U	6834394	6837459	211000022280641	0	3065	+
U	7052343	7055173	211000022280642	0	2830	+
U	5913470	5918349	211000022280645	0	4879	+
U	5898462	5903379	211000022280649	0	4917	+
U	8964048	8965285	211000022278135	0	1237	+
U	9166103	9167289	211000022278142	0	1186	+
U	8798736	8800033	211000022278153	0	1297	+
U	9572229	9573330	211000022278201	0	1101	+
U	8523912	8525371	211000022278214	0	1459	+
U	6707696	6710909	211000022278218	0	3213	+
U	7201588	7204276	211000022278278	0	2688	+
U	8827951	8829235	211000022278405	0	1284	+
U	8832101	8833383	211000022278418	0	1282	+
U	7081576	7084391	211000022278436	0	2815	+
U	8028681	8030628	211000022278449	0	1947	+
U	9409049	9410183	211000022278450	0	1134	+
U	10042531	10043532	211000022278495	0	1001	+
U	9303250	9304405	211000022278499	0	1155	+
U	7334917	7337482	211000022278509	0	2565	+
U	7431867	7434340	211000022278510	0	2473	+
U	9888165	9889124	211000022278538	0	959	+
U	8250057	8251808	211000022278565	0	1751	+
U	7633220	7635523	211000022278577	0	2303	+
U	7093220	7096019	211000022278586	0	2799	+
U	6492413	6494494	211000022278601	0	2081	+
U	6494812	6495950	211000022278601	2399	3537	+
U	7403415	7405923	211000022278683	0	2508	+
U	5678869	5679404	211000022278684	0	535	+
U	5680453	5683267	211000022278684	1584	4398	+
U	5683775	5684711	211000022278684	4906	5842	+
U	8319080	8320763	211000022278709	0	1683	+
U	9958064	9959084	211000022278710	0	1020	+
U	8790329	8791632	211000022278722	0	1303	+
U	7145196	7147958	211000022278734	0	2762	+
U	9499698	9500814	211000022278736	0	1116	+
U	7379868	7382389	211000022278743	0	2521	+
U	8906111	8907371	211000022278756	0	1260	+
U	9363218	9364362	211000022278760	0	1144	+
U	9897238	9898271	211000022278772	0	1033	+
U	9739939	9741002	211000022278787	0	1063	+
U	6592339	6595714	211000022278795	0	3375	+
U	9025242	9026466	211000022278798	0	1224	+
U	7421564	7422638	211000022278802	0	1074	+
U	7422893	7424041	211000022278802	1329	2477	+
U	9634248	9635334	211000022278803	0	1086	+
U	8486211	8487696	211000022278872	0	1485	+
U	9532444	9533553	211000022278873	0	1109	+
U	6821695	6824772	211000022278895	0	3077	+
U	9034505	9035727	211000022278935	0	1222	+
U	9368190	9369332	211000022278936	0	1142	+
U	9920979	9922008	211000022278939	0	1029	+
U	8227657	8229432	211000022278941	0	1775	+
U	9859711	9860752	211000022278956	0	1041	+
U	9448416	9449542	211000022278959	0	1126	+
U	9899504	9900536	211000022278965	0	1032	+
U	7949786	7951791	211000022278984	0	2005	+
U	9144187	9145379	211000022278990	0	1192	+
U	9319551	9320703	211000022278995	0	1152	+
U	8544084	8545527	211000022278997	0	1443	+
U	9549356	9550462	211000022279005	0	1106	+
U	8308365	8310055	211000022279025	0	1690	+
U	8290320	8292032	211000022279026	0	1712	+
U	6517773	6521275	211000022279030	0	3502	+
U	9755050	9756110	211000022279031	0	1060	+
U	7237522	7240164	211000022279046	0	2642	+
U	9023918	9025142	211000022279047	0	1224	+
U	8362727	8364346	211000022279090	0	1619	+
U	8117520	8119410	211000022279104	0	1890	+
U	8238895	8240661	211000022279123	0	1766	+
U	9735286	9736350	211000022279137	0	1064	+
U	9486312	9487430	211000022279165	0	1118	+
U	9126073	9127268	211000022279174	0	1195	+
U	8752440	8752567	211000022279186	1722	1849	-
U	8752341	8752439	211000022279186	1849	1947	-
U	9052855	9052877	211000022279186	2325	2347	-
U	9052665	9052854	211000022279186	2347	2536	-
U	9052529	9052665	211000022279186	2537	2673	-
U	9052420	9052528	211000022279186	2673	2781	-
U	9052165	9052420	211000022279186	2787	3042	-
U	9052113	9052165	211000022279186	3044	3096	-
U	9775894	9776950	211000022279211	0	1056	+
U	6760388	6763561	211000022279224	0	3173	+
U	10011582	10012592	211000022279235	0	1010	+
U	9531234	9532344	211000022279236	0	1110	+
U	7377246	7379768	211000022279261	0	2522	+
U	9970376	9971395	211000022279264	0	1019	+
U	9245273	9246439	211000022279266	0	1166	+
U	8014292	8016253	211000022279268	0	1961	+
U	9928874	9929901	211000022279272	0	1027	+
U	8612416	8613809	211000022279279	0	1393	+
U	9262966	9264128	211000022279280	0	1162	+
U	9781671	9782725	211000022279314	0	1054	+
U	9244007	9245173	211000022279333	0	1166	+
U	7596888	7599230	211000022279334	0	2342	+
U	9050343	9051561	211000022279335	0	1218	+
U	9345782	9346929	211000022279352	0	1147	+
U	9772426	9773482	211000022279377	0	1056	+
U	7040604	7042087	211000022279382	0	1483	+
U	9743428	9744491	211000022279385	0	1063	+
U	8680393	8681749	211000022279392	0	1356	+
U	9628316	9629403	211000022279403	0	1087	+
U	8748013	8749335	211000022279404	0	1322	+
U	9233869	9235038	211000022279410	0	1169	+
U	9210964	9212140	211000022279452	0	1176	+
U	9384316	9385455	211000022279458	0	1139	+
U	9680289	9681364	211000022279459	0	1075	+
U	6521375	6523986	211000022279468	0	2611	+
U	8678933	8680293	211000022279484	0	1360	+
U	8732317	8733647	211000022279485	0	1330	+
U	9718963	9720031	211000022279486	0	1068	+
U	8945297	8946538	211000022279491	0	1241	+
U	9858569	9859611	211000022279492	0	1042	+
U	8147126	8148989	211000022279494	0	1863	+
U	8876108	8877378	211000022279496	0	1270	+
U	9288170	9289328	211000022279511	0	1158	+
U	6966427	6969326	211000022279532	0	2899	+
U	9497266	9498382	211000022279546	0	1116	+
U	8728022	8729355	211000022279550	0	1333	+
U	8786118	8787422	211000022279560	0	1304	+
U	8317297	8318980	211000022279582	0	1683	+
U	7839769	7841865	211000022279583	0	2096	+
U	9584227	9585325	211000022279586	0	1098	+
U	9994916	9995928	211000022279589	0	1012	+
U	6843876	6846922	211000022279642	0	3046	+
U	10008252	10009262	211000022279646	0	1010	+
U	6779966	6781815	211000022279649	0	1849	+
U	6781898	6783120	211000022279649	1932	3154	+
U	9609300	9610390	211000022279661	0	1090	+
U	9231330	9232500	211000022279669	0	1170	+
U	9998252	9999264	211000022279670	0	1012	+
U	9786285	9787338	211000022279677	0	1053	+
U	8996055	8997285	211000022279678	0	1230	+
